"etort1","etort2","divergence"
"etort-57","etort-167",0.218703
"etort-58","etort-167",0.189153
"etort-59","etort-167",0.195716
"etort-60","etort-167",0.217453
"etort-61","etort-167",0.224653
"etort-62","etort-167",0.192969
"etort-63","etort-167",0.222263
"etort-64","etort-167",0.220032
"etort-65","etort-167",0.218955
"etort-66","etort-167",0.216478
"etort-67","etort-167",0.222113
"etort-68","etort-167",0.213614
"etort-69","etort-167",0.219673
"etort-70","etort-167",0.207804
"etort-71","etort-167",0.219062
"etort-72","etort-167",0.217149
"etort-73","etort-167",0.218189
"etort-74","etort-167",0.222859
"etort-75","etort-167",0.19992
"etort-76","etort-167",0.20059
"etort-77","etort-167",0.217682
"etort-78","etort-167",0.189635
"etort-79","etort-167",0.192383
"etort-80","etort-167",0.189881
"etort-81","etort-167",0.187416
"etort-82","etort-167",0.18979
"etort-83","etort-167",0.193166
"etort-84","etort-167",0.192304
"etort-85","etort-167",0.190866
"etort-86","etort-167",0.189129
"etort-87","etort-167",0.190562
"etort-88","etort-167",0.198788
"etort-89","etort-167",0.192385
"etort-90","etort-167",0.193136
"etort-91","etort-167",0.20294
"etort-92","etort-167",0.199474
"etort-93","etort-167",0.189601
"etort-94","etort-167",0.192787
"etort-95","etort-167",0.188318
"etort-96","etort-167",0.217233
"etort-97","etort-167",0.21322
"etort-98","etort-167",0.219949
"etort-99","etort-167",0.21783
"etort-100","etort-167",0.219394
"etort-102","etort-167",0.20763
"etort-103","etort-167",0.206946
"etort-104","etort-167",0.214057
"etort-105","etort-167",0.212197
"etort-106","etort-167",0.213638
"etort-107","etort-167",0.20804
"etort-108","etort-167",0.20768
"etort-109","etort-167",0.209893
"etort-110","etort-167",0.225535
"etort-111","etort-167",0.223184
"etort-112","etort-167",0.198294
"etort-113","etort-167",0.198811
"etort-115","etort-167",0.218393
"etort-116","etort-167",0.214594
"etort-117","etort-167",0.214783
"etort-119","etort-167",0.220579
"etort-120","etort-167",0.217393
"etort-121","etort-167",0.219872
"etort-122","etort-167",0.222068
"etort-123","etort-167",0.221627
"etort-124","etort-167",0.219323
"etort-125","etort-167",0.221902
"etort-126","etort-167",0.221648
"etort-127","etort-167",0.224729
"etort-128","etort-167",0.22047
"etort-129","etort-167",0.220368
"etort-130","etort-167",0.190224
"etort-131","etort-167",0.188318
"etort-132","etort-167",0.190086
"etort-133","etort-167",0.192013
"etort-134","etort-167",0.188063
"etort-135","etort-167",0.187033
"etort-136","etort-167",0.187658
"etort-137","etort-167",0.193117
"etort-138","etort-167",0.191195
"etort-139","etort-167",0.192234
"etort-140","etort-167",0.185271
"etort-141","etort-167",0.186707
"etort-142","etort-167",0.190581
"etort-143","etort-167",0.187647
"etort-144","etort-167",0.186737
"etort-145","etort-167",0.186679
"etort-146","etort-167",0.188179
"etort-147","etort-167",0.189033
"etort-148","etort-167",0.196486
"etort-149","etort-167",0.187974
"etort-150","etort-167",0.185604
"etort-151","etort-167",0.192381
"etort-152","etort-167",0.193322
"etort-153","etort-167",0.189346
"etort-154","etort-167",0.191143
"etort-155","etort-167",0.18732
"etort-156","etort-167",0.186906
"etort-157","etort-167",0.190989
"etort-158","etort-167",0.193668
"etort-159","etort-167",0.191303
"etort-161","etort-167",0.189846
"etort-162","etort-167",0.189277
"etort-163","etort-167",0.186063
"etort-164","etort-167",0.187805
"etort-166","etort-167",0.187583
"etort-167","etort-167",0.126363
"etort-1","etort-168",0.206202
"etort-2","etort-168",0.219921
"etort-3","etort-168",0.219779
"etort-4","etort-168",0.222057
"etort-5","etort-168",0.218076
"etort-6","etort-168",0.218428
"etort-7","etort-168",0.210326
"etort-8","etort-168",0.209398
"etort-9","etort-168",0.2179
"etort-10","etort-168",0.217724
"etort-11","etort-168",0.218337
"etort-12","etort-168",0.202066
"etort-13","etort-168",0.218885
"etort-14","etort-168",0.222517
"etort-15","etort-168",0.196794
"etort-16","etort-168",0.22489
"etort-17","etort-168",0.194806
"etort-18","etort-168",0.219417
"etort-19","etort-168",0.220988
"etort-20","etort-168",0.222174
"etort-21","etort-168",0.216654
"etort-22","etort-168",0.217846
"etort-23","etort-168",0.217026
"etort-24","etort-168",0.217959
"etort-25","etort-168",0.219794
"etort-26","etort-168",0.218064
"etort-27","etort-168",0.219523
"etort-28","etort-168",0.220829
"etort-30","etort-168",0.203855
"etort-31","etort-168",0.19552
"etort-32","etort-168",0.212183
"etort-33","etort-168",0.217312
"etort-34","etort-168",0.218288
"etort-35","etort-168",0.21131
"etort-36","etort-168",0.196746
"etort-37","etort-168",0.194031
"etort-38","etort-168",0.194874
"etort-39","etort-168",0.218398
"etort-40","etort-168",0.219338
"etort-41","etort-168",0.221871
"etort-42","etort-168",0.212304
"etort-43","etort-168",0.21747
"etort-44","etort-168",0.217598
"etort-45","etort-168",0.216208
"etort-46","etort-168",0.194887
"etort-47","etort-168",0.193985
"etort-48","etort-168",0.190872
"etort-49","etort-168",0.200111
"etort-50","etort-168",0.198851
"etort-51","etort-168",0.205772
"etort-52","etort-168",0.219947
"etort-53","etort-168",0.194902
"etort-54","etort-168",0.214871
"etort-55","etort-168",0.193417
"etort-56","etort-168",0.195926
"etort-57","etort-168",0.219399
"etort-58","etort-168",0.19571
"etort-59","etort-168",0.201679
"etort-60","etort-168",0.21907
"etort-61","etort-168",0.225271
"etort-62","etort-168",0.198951
"etort-63","etort-168",0.223125
"etort-64","etort-168",0.221652
"etort-65","etort-168",0.220054
"etort-66","etort-168",0.217475
"etort-67","etort-168",0.223675
"etort-68","etort-168",0.216135
"etort-69","etort-168",0.219903
"etort-70","etort-168",0.21106
"etort-71","etort-168",0.219725
"etort-72","etort-168",0.218368
"etort-73","etort-168",0.219694
"etort-74","etort-168",0.222018
"etort-75","etort-168",0.205681
"etort-76","etort-168",0.204519
"etort-77","etort-168",0.217367
"etort-78","etort-168",0.194808
"etort-79","etort-168",0.19501
"etort-80","etort-168",0.19457
"etort-81","etort-168",0.195126
"etort-82","etort-168",0.192307
"etort-83","etort-168",0.197003
"etort-84","etort-168",0.195767
"etort-85","etort-168",0.193336
"etort-86","etort-168",0.194241
"etort-87","etort-168",0.195265
"etort-88","etort-168",0.20384
"etort-89","etort-168",0.197103
"etort-90","etort-168",0.197379
"etort-91","etort-168",0.203965
"etort-92","etort-168",0.202669
"etort-93","etort-168",0.195372
"etort-94","etort-168",0.198805
"etort-95","etort-168",0.193707
"etort-96","etort-168",0.219303
"etort-97","etort-168",0.215577
"etort-98","etort-168",0.222635
"etort-99","etort-168",0.219771
"etort-100","etort-168",0.220997
"etort-102","etort-168",0.210083
"etort-103","etort-168",0.208237
"etort-104","etort-168",0.21484
"etort-105","etort-168",0.212415
"etort-106","etort-168",0.216848
"etort-107","etort-168",0.209439
"etort-108","etort-168",0.207769
"etort-109","etort-168",0.210664
"etort-110","etort-168",0.226582
"etort-111","etort-168",0.225013
"etort-112","etort-168",0.203758
"etort-113","etort-168",0.202828
"etort-115","etort-168",0.221269
"etort-116","etort-168",0.21665
"etort-117","etort-168",0.2169
"etort-119","etort-168",0.223559
"etort-120","etort-168",0.221079
"etort-121","etort-168",0.222363
"etort-122","etort-168",0.222098
"etort-123","etort-168",0.223264
"etort-124","etort-168",0.220187
"etort-125","etort-168",0.222683
"etort-126","etort-168",0.223004
"etort-127","etort-168",0.226182
"etort-128","etort-168",0.221719
"etort-129","etort-168",0.221883
"etort-130","etort-168",0.19594
"etort-131","etort-168",0.192249
"etort-132","etort-168",0.19309
"etort-133","etort-168",0.197656
"etort-134","etort-168",0.195015
"etort-135","etort-168",0.191721
"etort-136","etort-168",0.19114
"etort-137","etort-168",0.192296
"etort-138","etort-168",0.191156
"etort-139","etort-168",0.193838
"etort-140","etort-168",0.191544
"etort-141","etort-168",0.194381
"etort-142","etort-168",0.194351
"etort-143","etort-168",0.190251
"etort-144","etort-168",0.193284
"etort-145","etort-168",0.188899
"etort-146","etort-168",0.193281
"etort-147","etort-168",0.19397
"etort-148","etort-168",0.200616
"etort-149","etort-168",0.192188
"etort-150","etort-168",0.192912
"etort-151","etort-168",0.195506
"etort-152","etort-168",0.195785
"etort-153","etort-168",0.193212
"etort-154","etort-168",0.197766
"etort-155","etort-168",0.19539
"etort-156","etort-168",0.190585
"etort-157","etort-168",0.19498
"etort-158","etort-168",0.19842
"etort-159","etort-168",0.195098
"etort-161","etort-168",0.194968
"etort-162","etort-168",0.19457
"etort-163","etort-168",0.192847
"etort-164","etort-168",0.191939
"etort-166","etort-168",0.193923
"etort-167","etort-168",0.189374
"etort-168","etort-168",0.125133
"etort-1","etort-169",0.206189
"etort-2","etort-169",0.219944
"etort-3","etort-169",0.219862
"etort-4","etort-169",0.220292
"etort-5","etort-169",0.216156
"etort-6","etort-169",0.216892
"etort-7","etort-169",0.205856
"etort-8","etort-169",0.209817
"etort-9","etort-169",0.217196
"etort-10","etort-169",0.217211
"etort-11","etort-169",0.215999
"etort-12","etort-169",0.199856
"etort-13","etort-169",0.217758
"etort-14","etort-169",0.221178
"etort-15","etort-169",0.194639
"etort-16","etort-169",0.223691
"etort-17","etort-169",0.194005
"etort-18","etort-169",0.218529
"etort-19","etort-169",0.21964
"etort-20","etort-169",0.220154
"etort-21","etort-169",0.215422
"etort-22","etort-169",0.215243
"etort-23","etort-169",0.216215
"etort-24","etort-169",0.213118
"etort-25","etort-169",0.218097
"etort-26","etort-169",0.216773
"etort-27","etort-169",0.220683
"etort-28","etort-169",0.219874
"etort-30","etort-169",0.202991
"etort-31","etort-169",0.197692
"etort-32","etort-169",0.211138
"etort-33","etort-169",0.216389
"etort-34","etort-169",0.217073
"etort-35","etort-169",0.209771
"etort-36","etort-169",0.195131
"etort-37","etort-169",0.193349
"etort-38","etort-169",0.196582
"etort-39","etort-169",0.220517
"etort-40","etort-169",0.219426
"etort-41","etort-169",0.219148
"etort-42","etort-169",0.211001
"etort-43","etort-169",0.215381
"etort-44","etort-169",0.214843
"etort-45","etort-169",0.21618
"etort-46","etort-169",0.194326
"etort-47","etort-169",0.193555
"etort-48","etort-169",0.19387
"etort-49","etort-169",0.19798
"etort-50","etort-169",0.195177
"etort-51","etort-169",0.205209
"etort-52","etort-169",0.218631
"etort-53","etort-169",0.195493
"etort-54","etort-169",0.212922
"etort-55","etort-169",0.194206
"etort-56","etort-169",0.196568
"etort-57","etort-169",0.219531
"etort-58","etort-169",0.196308
"etort-59","etort-169",0.200937
"etort-60","etort-169",0.217757
"etort-61","etort-169",0.223886
"etort-62","etort-169",0.198768
"etort-63","etort-169",0.220861
"etort-64","etort-169",0.220278
"etort-65","etort-169",0.219662
"etort-66","etort-169",0.216247
"etort-67","etort-169",0.223114
"etort-68","etort-169",0.214565
"etort-69","etort-169",0.21794
"etort-70","etort-169",0.210021
"etort-71","etort-169",0.220491
"etort-72","etort-169",0.21859
"etort-73","etort-169",0.215837
"etort-74","etort-169",0.222076
"etort-75","etort-169",0.202257
"etort-76","etort-169",0.203488
"etort-77","etort-169",0.217001
"etort-78","etort-169",0.193801
"etort-79","etort-169",0.196067
"etort-80","etort-169",0.195278
"etort-81","etort-169",0.192772
"etort-82","etort-169",0.194288
"etort-83","etort-169",0.19528
"etort-84","etort-169",0.194344
"etort-85","etort-169",0.195342
"etort-86","etort-169",0.194745
"etort-87","etort-169",0.194067
"etort-88","etort-169",0.201115
"etort-89","etort-169",0.198183
"etort-90","etort-169",0.196574
"etort-91","etort-169",0.201984
"etort-92","etort-169",0.202427
"etort-93","etort-169",0.194617
"etort-94","etort-169",0.195487
"etort-95","etort-169",0.192319
"etort-96","etort-169",0.218601
"etort-97","etort-169",0.21323
"etort-98","etort-169",0.2209
"etort-99","etort-169",0.218422
"etort-100","etort-169",0.221048
"etort-102","etort-169",0.209478
"etort-103","etort-169",0.209047
"etort-104","etort-169",0.212613
"etort-105","etort-169",0.211446
"etort-106","etort-169",0.216189
"etort-107","etort-169",0.209674
"etort-108","etort-169",0.20696
"etort-109","etort-169",0.210098
"etort-110","etort-169",0.226438
"etort-111","etort-169",0.224883
"etort-112","etort-169",0.203474
"etort-113","etort-169",0.203345
"etort-115","etort-169",0.218393
"etort-116","etort-169",0.216376
"etort-117","etort-169",0.215051
"etort-119","etort-169",0.219784
"etort-120","etort-169",0.218932
"etort-121","etort-169",0.222307
"etort-122","etort-169",0.221061
"etort-123","etort-169",0.221006
"etort-124","etort-169",0.219393
"etort-125","etort-169",0.222487
"etort-126","etort-169",0.221906
"etort-127","etort-169",0.225689
"etort-128","etort-169",0.221576
"etort-129","etort-169",0.221994
"etort-130","etort-169",0.196357
"etort-131","etort-169",0.192415
"etort-132","etort-169",0.19476
"etort-133","etort-169",0.197761
"etort-134","etort-169",0.19395
"etort-135","etort-169",0.188923
"etort-136","etort-169",0.191027
"etort-137","etort-169",0.193833
"etort-138","etort-169",0.195944
"etort-139","etort-169",0.193255
"etort-140","etort-169",0.191876
"etort-141","etort-169",0.193163
"etort-142","etort-169",0.192119
"etort-143","etort-169",0.190945
"etort-144","etort-169",0.194359
"etort-145","etort-169",0.188682
"etort-146","etort-169",0.191384
"etort-147","etort-169",0.193183
"etort-148","etort-169",0.199615
"etort-149","etort-169",0.193143
"etort-150","etort-169",0.193398
"etort-151","etort-169",0.197858
"etort-152","etort-169",0.200443
"etort-153","etort-169",0.194371
"etort-154","etort-169",0.194568
"etort-155","etort-169",0.193266
"etort-156","etort-169",0.191609
"etort-157","etort-169",0.185266
"etort-158","etort-169",0.194739
"etort-159","etort-169",0.19399
"etort-161","etort-169",0.19474
"etort-162","etort-169",0.194742
"etort-163","etort-169",0.192907
"etort-164","etort-169",0.191687
"etort-166","etort-169",0.190983
"etort-167","etort-169",0.190343
"etort-168","etort-169",0.191145
"etort-169","etort-169",0.124667
"etort-1","etort-170",0.205007
"etort-2","etort-170",0.220053
"etort-3","etort-170",0.221191
"etort-4","etort-170",0.221347
"etort-5","etort-170",0.219606
"etort-6","etort-170",0.219915
"etort-7","etort-170",0.208661
"etort-8","etort-170",0.209666
"etort-9","etort-170",0.218214
"etort-10","etort-170",0.218733
"etort-11","etort-170",0.218205
"etort-12","etort-170",0.201019
"etort-13","etort-170",0.218914
"etort-14","etort-170",0.22298
"etort-15","etort-170",0.191099
"etort-16","etort-170",0.224163
"etort-17","etort-170",0.189981
"etort-18","etort-170",0.22028
"etort-19","etort-170",0.221765
"etort-20","etort-170",0.221646
"etort-21","etort-170",0.218814
"etort-22","etort-170",0.216986
"etort-23","etort-170",0.21743
"etort-24","etort-170",0.216191
"etort-25","etort-170",0.219847
"etort-26","etort-170",0.219715
"etort-27","etort-170",0.221611
"etort-28","etort-170",0.221224
"etort-30","etort-170",0.202814
"etort-31","etort-170",0.193267
"etort-32","etort-170",0.212352
"etort-33","etort-170",0.218036
"etort-34","etort-170",0.220967
"etort-35","etort-170",0.210423
"etort-36","etort-170",0.194671
"etort-37","etort-170",0.189401
"etort-38","etort-170",0.193166
"etort-39","etort-170",0.222098
"etort-40","etort-170",0.221965
"etort-41","etort-170",0.223602
"etort-42","etort-170",0.213861
"etort-43","etort-170",0.218596
"etort-44","etort-170",0.218705
"etort-45","etort-170",0.218162
"etort-46","etort-170",0.191954
"etort-47","etort-170",0.192356
"etort-48","etort-170",0.189294
"etort-49","etort-170",0.197805
"etort-50","etort-170",0.198056
"etort-51","etort-170",0.206646
"etort-52","etort-170",0.220364
"etort-53","etort-170",0.190383
"etort-54","etort-170",0.216196
"etort-55","etort-170",0.191762
"etort-56","etort-170",0.194087
"etort-57","etort-170",0.22051
"etort-58","etort-170",0.192494
"etort-59","etort-170",0.198242
"etort-60","etort-170",0.219697
"etort-61","etort-170",0.227761
"etort-62","etort-170",0.194779
"etort-63","etort-170",0.224605
"etort-64","etort-170",0.222331
"etort-65","etort-170",0.221122
"etort-66","etort-170",0.217588
"etort-67","etort-170",0.223759
"etort-68","etort-170",0.217174
"etort-69","etort-170",0.22106
"etort-70","etort-170",0.210312
"etort-71","etort-170",0.220598
"etort-72","etort-170",0.218857
"etort-73","etort-170",0.220186
"etort-74","etort-170",0.223535
"etort-75","etort-170",0.202479
"etort-76","etort-170",0.20292
"etort-77","etort-170",0.21905
"etort-78","etort-170",0.190912
"etort-79","etort-170",0.194016
"etort-80","etort-170",0.192449
"etort-81","etort-170",0.19229
"etort-82","etort-170",0.189975
"etort-83","etort-170",0.194022
"etort-84","etort-170",0.193356
"etort-85","etort-170",0.193568
"etort-86","etort-170",0.189891
"etort-87","etort-170",0.192042
"etort-88","etort-170",0.203792
"etort-89","etort-170",0.194201
"etort-90","etort-170",0.194445
"etort-91","etort-170",0.205678
"etort-92","etort-170",0.201212
"etort-93","etort-170",0.193376
"etort-94","etort-170",0.193124
"etort-95","etort-170",0.189515
"etort-96","etort-170",0.220684
"etort-97","etort-170",0.216873
"etort-98","etort-170",0.223516
"etort-99","etort-170",0.221859
"etort-100","etort-170",0.223813
"etort-102","etort-170",0.211112
"etort-103","etort-170",0.210707
"etort-104","etort-170",0.217219
"etort-105","etort-170",0.215286
"etort-106","etort-170",0.215975
"etort-107","etort-170",0.209524
"etort-108","etort-170",0.207608
"etort-109","etort-170",0.211856
"etort-110","etort-170",0.228175
"etort-111","etort-170",0.224729
"etort-112","etort-170",0.201687
"etort-113","etort-170",0.201666
"etort-115","etort-170",0.22128
"etort-116","etort-170",0.218835
"etort-117","etort-170",0.21608
"etort-119","etort-170",0.221045
"etort-120","etort-170",0.221525
"etort-121","etort-170",0.221975
"etort-122","etort-170",0.223242
"etort-123","etort-170",0.223407
"etort-124","etort-170",0.222238
"etort-125","etort-170",0.223477
"etort-126","etort-170",0.224575
"etort-127","etort-170",0.227038
"etort-128","etort-170",0.221667
"etort-129","etort-170",0.222798
"etort-130","etort-170",0.194149
"etort-131","etort-170",0.189056
"etort-132","etort-170",0.19283
"etort-133","etort-170",0.196164
"etort-134","etort-170",0.190733
"etort-135","etort-170",0.188662
"etort-136","etort-170",0.191143
"etort-137","etort-170",0.196106
"etort-138","etort-170",0.193544
"etort-139","etort-170",0.193855
"etort-140","etort-170",0.189071
"etort-141","etort-170",0.194023
"etort-142","etort-170",0.19294
"etort-143","etort-170",0.189113
"etort-144","etort-170",0.193938
"etort-145","etort-170",0.187233
"etort-146","etort-170",0.190837
"etort-147","etort-170",0.189051
"etort-148","etort-170",0.199598
"etort-149","etort-170",0.188244
"etort-150","etort-170",0.190827
"etort-151","etort-170",0.190699
"etort-152","etort-170",0.194227
"etort-153","etort-170",0.193001
"etort-154","etort-170",0.191519
"etort-155","etort-170",0.190498
"etort-156","etort-170",0.183751
"etort-157","etort-170",0.195068
"etort-158","etort-170",0.194477
"etort-159","etort-170",0.193202
"etort-161","etort-170",0.191405
"etort-162","etort-170",0.191289
"etort-163","etort-170",0.188413
"etort-164","etort-170",0.188235
"etort-166","etort-170",0.191256
"etort-167","etort-170",0.189351
"etort-168","etort-170",0.192898
"etort-169","etort-170",0.191086
"etort-170","etort-170",0.122794
"etort-1","etort-172",0.204612
"etort-2","etort-172",0.219655
"etort-3","etort-172",0.220566
"etort-4","etort-172",0.221484
"etort-5","etort-172",0.217663
"etort-6","etort-172",0.219206
"etort-7","etort-172",0.206756
"etort-8","etort-172",0.20993
"etort-9","etort-172",0.217565
"etort-10","etort-172",0.21673
"etort-11","etort-172",0.217381
"etort-12","etort-172",0.19766
"etort-13","etort-172",0.219002
"etort-14","etort-172",0.22104
"etort-15","etort-172",0.191566
"etort-16","etort-172",0.22276
"etort-17","etort-172",0.190531
"etort-18","etort-172",0.220717
"etort-19","etort-172",0.220557
"etort-20","etort-172",0.222641
"etort-21","etort-172",0.218514
"etort-22","etort-172",0.216464
"etort-23","etort-172",0.216078
"etort-24","etort-172",0.215184
"etort-25","etort-172",0.220684
"etort-26","etort-172",0.218368
"etort-27","etort-172",0.22038
"etort-28","etort-172",0.220695
"etort-30","etort-172",0.201298
"etort-31","etort-172",0.194871
"etort-32","etort-172",0.210476
"etort-33","etort-172",0.217653
"etort-34","etort-172",0.219615
"etort-35","etort-172",0.209676
"etort-36","etort-172",0.196347
"etort-37","etort-172",0.189883
"etort-38","etort-172",0.191934
"etort-39","etort-172",0.218801
"etort-40","etort-172",0.220175
"etort-41","etort-172",0.220412
"etort-42","etort-172",0.212192
"etort-43","etort-172",0.217451
"etort-44","etort-172",0.217309
"etort-45","etort-172",0.215992
"etort-46","etort-172",0.191793
"etort-47","etort-172",0.192006
"etort-48","etort-172",0.190401
"etort-49","etort-172",0.197772
"etort-50","etort-172",0.19596
"etort-51","etort-172",0.20656
"etort-52","etort-172",0.219622
"etort-53","etort-172",0.192666
"etort-54","etort-172",0.213381
"etort-55","etort-172",0.191564
"etort-56","etort-172",0.193542
"etort-57","etort-172",0.218112
"etort-58","etort-172",0.191511
"etort-59","etort-172",0.197536
"etort-60","etort-172",0.219678
"etort-61","etort-172",0.226258
"etort-62","etort-172",0.194003
"etort-63","etort-172",0.22415
"etort-64","etort-172",0.219908
"etort-65","etort-172",0.219538
"etort-66","etort-172",0.218074
"etort-67","etort-172",0.223461
"etort-68","etort-172",0.214941
"etort-69","etort-172",0.218837
"etort-70","etort-172",0.208773
"etort-71","etort-172",0.219307
"etort-72","etort-172",0.218273
"etort-73","etort-172",0.21812
"etort-74","etort-172",0.222366
"etort-75","etort-172",0.202212
"etort-76","etort-172",0.202174
"etort-77","etort-172",0.218541
"etort-78","etort-172",0.190301
"etort-79","etort-172",0.192358
"etort-80","etort-172",0.1923
"etort-81","etort-172",0.193731
"etort-82","etort-172",0.192374
"etort-83","etort-172",0.192023
"etort-84","etort-172",0.193233
"etort-85","etort-172",0.191336
"etort-86","etort-172",0.191125
"etort-87","etort-172",0.19172
"etort-88","etort-172",0.202769
"etort-89","etort-172",0.195296
"etort-90","etort-172",0.193925
"etort-91","etort-172",0.203713
"etort-92","etort-172",0.20028
"etort-93","etort-172",0.19326
"etort-94","etort-172",0.192123
"etort-95","etort-172",0.188014
"etort-96","etort-172",0.218283
"etort-97","etort-172",0.213388
"etort-98","etort-172",0.221358
"etort-99","etort-172",0.21922
"etort-100","etort-172",0.221679
"etort-102","etort-172",0.208976
"etort-103","etort-172",0.208709
"etort-104","etort-172",0.214554
"etort-105","etort-172",0.211764
"etort-106","etort-172",0.215463
"etort-107","etort-172",0.207552
"etort-108","etort-172",0.207484
"etort-109","etort-172",0.210795
"etort-110","etort-172",0.225287
"etort-111","etort-172",0.223911
"etort-112","etort-172",0.200062
"etort-113","etort-172",0.199993
"etort-115","etort-172",0.218428
"etort-116","etort-172",0.215497
"etort-117","etort-172",0.2153
"etort-119","etort-172",0.221452
"etort-120","etort-172",0.218602
"etort-121","etort-172",0.221772
"etort-122","etort-172",0.222294
"etort-123","etort-172",0.222806
"etort-124","etort-172",0.220374
"etort-125","etort-172",0.222075
"etort-126","etort-172",0.222953
"etort-127","etort-172",0.225754
"etort-128","etort-172",0.221209
"etort-129","etort-172",0.222458
"etort-130","etort-172",0.193664
"etort-131","etort-172",0.189391
"etort-132","etort-172",0.191996
"etort-133","etort-172",0.194288
"etort-134","etort-172",0.190557
"etort-135","etort-172",0.188535
"etort-136","etort-172",0.191433
"etort-137","etort-172",0.195962
"etort-138","etort-172",0.191975
"etort-139","etort-172",0.193811
"etort-140","etort-172",0.187023
"etort-141","etort-172",0.190597
"etort-142","etort-172",0.19272
"etort-143","etort-172",0.188611
"etort-144","etort-172",0.193137
"etort-145","etort-172",0.187391
"etort-146","etort-172",0.191466
"etort-147","etort-172",0.19237
"etort-148","etort-172",0.197562
"etort-149","etort-172",0.187466
"etort-150","etort-172",0.191102
"etort-151","etort-172",0.189586
"etort-152","etort-172",0.195237
"etort-153","etort-172",0.192662
"etort-154","etort-172",0.194218
"etort-155","etort-172",0.189852
"etort-156","etort-172",0.189646
"etort-157","etort-172",0.192001
"etort-158","etort-172",0.194809
"etort-159","etort-172",0.19316
"etort-161","etort-172",0.190269
"etort-162","etort-172",0.192064
"etort-163","etort-172",0.190762
"etort-164","etort-172",0.191015
"etort-166","etort-172",0.192615
"etort-167","etort-172",0.187346
"etort-168","etort-172",0.192176
"etort-169","etort-172",0.193488
"etort-170","etort-172",0.185932
"etort-172","etort-172",0.127875
"etort-1","etort-173",0.204928
"etort-2","etort-173",0.218925
"etort-3","etort-173",0.219505
"etort-4","etort-173",0.219699
"etort-5","etort-173",0.217762
"etort-6","etort-173",0.21774
"etort-7","etort-173",0.21022
"etort-8","etort-173",0.21098
"etort-9","etort-173",0.217432
"etort-10","etort-173",0.216138
"etort-11","etort-173",0.216581
"etort-12","etort-173",0.201039
"etort-13","etort-173",0.218357
"etort-14","etort-173",0.221769
"etort-15","etort-173",0.196678
"etort-16","etort-173",0.22384
"etort-17","etort-173",0.195837
"etort-18","etort-173",0.218825
"etort-19","etort-173",0.220718
"etort-20","etort-173",0.221374
"etort-21","etort-173",0.217193
"etort-22","etort-173",0.214199
"etort-23","etort-173",0.215094
"etort-24","etort-173",0.214467
"etort-25","etort-173",0.220409
"etort-26","etort-173",0.21794
"etort-27","etort-173",0.219289
"etort-28","etort-173",0.219212
"etort-30","etort-173",0.202776
"etort-31","etort-173",0.197779
"etort-32","etort-173",0.212981
"etort-33","etort-173",0.217484
"etort-34","etort-173",0.218438
"etort-35","etort-173",0.210135
"etort-36","etort-173",0.198276
"etort-37","etort-173",0.193657
"etort-38","etort-173",0.197074
"etort-39","etort-173",0.219789
"etort-40","etort-173",0.220118
"etort-41","etort-173",0.220354
"etort-42","etort-173",0.212936
"etort-43","etort-173",0.216608
"etort-44","etort-173",0.216156
"etort-45","etort-173",0.215508
"etort-46","etort-173",0.19308
"etort-47","etort-173",0.191988
"etort-48","etort-173",0.190168
"etort-49","etort-173",0.199035
"etort-50","etort-173",0.196289
"etort-51","etort-173",0.206467
"etort-52","etort-173",0.220341
"etort-53","etort-173",0.195256
"etort-54","etort-173",0.21313
"etort-55","etort-173",0.194368
"etort-56","etort-173",0.197116
"etort-57","etort-173",0.219096
"etort-58","etort-173",0.196197
"etort-59","etort-173",0.200264
"etort-60","etort-173",0.217735
"etort-61","etort-173",0.224483
"etort-62","etort-173",0.199186
"etort-63","etort-173",0.223203
"etort-64","etort-173",0.220848
"etort-65","etort-173",0.219007
"etort-66","etort-173",0.216762
"etort-67","etort-173",0.222486
"etort-68","etort-173",0.216031
"etort-69","etort-173",0.219371
"etort-70","etort-173",0.210421
"etort-71","etort-173",0.218937
"etort-72","etort-173",0.21768
"etort-73","etort-173",0.218082
"etort-74","etort-173",0.221627
"etort-75","etort-173",0.204516
"etort-76","etort-173",0.203015
"etort-77","etort-173",0.216796
"etort-78","etort-173",0.194777
"etort-79","etort-173",0.196079
"etort-80","etort-173",0.193483
"etort-81","etort-173",0.190722
"etort-82","etort-173",0.194479
"etort-83","etort-173",0.19438
"etort-84","etort-173",0.194948
"etort-85","etort-173",0.194244
"etort-86","etort-173",0.194688
"etort-87","etort-173",0.194035
"etort-88","etort-173",0.205234
"etort-89","etort-173",0.194846
"etort-90","etort-173",0.195318
"etort-91","etort-173",0.204716
"etort-92","etort-173",0.202783
"etort-93","etort-173",0.19477
"etort-94","etort-173",0.19784
"etort-95","etort-173",0.195237
"etort-96","etort-173",0.21872
"etort-97","etort-173",0.215284
"etort-98","etort-173",0.2211
"etort-99","etort-173",0.218224
"etort-100","etort-173",0.22164
"etort-102","etort-173",0.209564
"etort-103","etort-173",0.209369
"etort-104","etort-173",0.214543
"etort-105","etort-173",0.211058
"etort-106","etort-173",0.215426
"etort-107","etort-173",0.207872
"etort-108","etort-173",0.210015
"etort-109","etort-173",0.210834
"etort-110","etort-173",0.225684
"etort-111","etort-173",0.224886
"etort-112","etort-173",0.203535
"etort-113","etort-173",0.20346
"etort-115","etort-173",0.218806
"etort-116","etort-173",0.215475
"etort-117","etort-173",0.216452
